rank of the week,name,weekly sales,total sales,week after release
21,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","39,452","729,396",5
22,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","39,157","5,119,601",29
23,"Splatoon 2 (NS)Nintendo, Shooter","37,856","6,350,202",68
24,"Minecraft (NS)Mojang, Sandbox","36,667","890,397",20
25,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","35,388","18,803,770",207
26,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","35,074","1,112,363",8
27,"LEGO DC Super-Villains (PS4)Warner Bros. Interactive Entertainment, Action-Adventure","34,883","154,155",3
28,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","32,061","394,863",4
29,"My Hero One's Justice (PS4)Bandai Namco Entertainment, Fighting","30,880","144,708",11
30,"Football Manager 2019 (PC)Sega, Simulation","30,627","30,627",1
31,"Madden NFL 19 (PS4)Electronic Arts, Sports",Pro,N/A,13
32,"LEGO Harry Potter Collection (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,1
33,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,88
34,"My Hero One's Justice (NS)Bandai Namco Entertainment, Fighting",Pro,N/A,11
35,"Dark Souls: Remastered (NS)Bandai Namco Entertainment, Role-Playing",Pro,N/A,3
36,"Madden NFL 19 (XOne)Electronic Arts, Sports",Pro,N/A,13
37,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,51
38,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,3
39,"Luigi's Mansion (3DS)Nintendo, Adventure",Pro,N/A,4
40,"SoulCalibur VI (XOne)Namco Bandai Games, Fighting",Pro,N/A,3
41,"Just Dance 2019 (NS)Ubisoft, Music",Pro,N/A,2
42,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,47
43,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,5
44,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure",Pro,N/A,3
45,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,27
46,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,33
47,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,20
48,"Fortnite (PS4)Gearbox Software, Action",Pro,N/A,68
49,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,362
50,"WWE 2K19 (XOne)Take-Two Interactive, Fighting",Pro,N/A,4
51,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,8
52,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,6
53,"LEGO DC Super-Villains (XOne)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,3
54,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,108
55,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,24
56,"Yomawari: The Long Night Collection (NS)Nippon Ichi Software, Action-Adventure",Pro,N/A,2
57,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,207
58,"Destiny 2: Forsaken (PS4)Activision, Shooter",Pro,N/A,9
59,"Kirby (NS)Nintendo, Platform",Pro,N/A,34
60,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,214
61,"Call of Cthulhu (XOne)Focus Home Interactive, Role-Playing",Pro,N/A,1
62,"Taiko no Tatsujin: Drum 'n' Fun! (NS)Namco Bandai Games, Music",Pro,N/A,16
63,"Fortnite (XOne)Gearbox Software, Action",Pro,N/A,68
64,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,63
65,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,55
66,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,71
67,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,19
68,"Mutant Football League (NS)Nighthawk Interactive, Sports",Pro,N/A,1
69,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,41
70,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,32
71,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,93
72,"The World Ends with You: Final Remix (NS)Nintendo, Role-Playing",Pro,N/A,6
73,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,39
74,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,19
75,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,8
1,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","4,610,964","4,610,964",1
2,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","1,622,929","1,622,929",1
3,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","797,607","4,494,790",3
4,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","421,618","2,155,170",3
5,"FIFA 19 (PS4)Electronic Arts, Sports","235,145","5,541,910",5
6,"Super Mario Party (NS)Nintendo, Party","160,193","1,342,261",4
7,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","134,932","1,675,422",4
8,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","134,184","5,476,184",8
9,"SoulCalibur VI (PS4)Namco Bandai Games, Fighting","115,300","410,449",2
10,"My Hero One's Justice (PS4)Bandai Namco Entertainment, Fighting","81,907","113,828",10
11,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","73,368","793,463",4
12,"My Hero One's Justice (NS)Bandai Namco Entertainment, Fighting","68,043","116,421",10
13,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","65,890","9,793,455",79
14,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","62,572","689,944",4
15,"NBA 2K19 (PS4)Take-Two Interactive, Sports","56,990","1,487,495",7
16,"FIFA 19 (XOne)Electronic Arts, Sports","48,541","1,355,211",5
17,"Super Mario Odyssey (NS)Nintendo, Platform","47,746","10,388,125",53
18,"NBA 2K19 (XOne)Take-Two Interactive, Sports","46,458","960,209",7
19,"My Hero One's Justice (XOne)Bandai Namco Entertainment, Fighting","45,044","45,044",1
20,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","41,827","1,077,289",7
21,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","41,152","362,802",3
22,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","39,188","8,342,679",87
23,"LEGO DC Super-Villains (PS4)Warner Bros. Interactive Entertainment, Action-Adventure","38,312","119,272",2
24,"SoulCalibur VI (XOne)Namco Bandai Games, Fighting","36,324","149,215",2
25,"Splatoon 2 (NS)Nintendo, Shooter","35,855","6,312,346",67
26,"Minecraft (NS)Mojang, Sandbox","34,346","853,730",19
27,"Dark Souls: Remastered (NS)Bandai Namco Entertainment, Role-Playing","34,046","139,431",2
28,"Madden NFL 19 (PS4)Electronic Arts, Sports","34,026","1,453,853",12
29,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","33,093","18,768,382",206
30,"Luigi's Mansion (3DS)Nintendo, Adventure","31,397","120,248",3
31,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action",Pro,N/A,28
32,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure",Pro,N/A,2
33,"WWE 2K19 (XOne)Take-Two Interactive, Fighting",Pro,N/A,3
34,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,26
35,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,87
36,"Madden NFL 19 (XOne)Electronic Arts, Sports",Pro,N/A,12
37,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,50
38,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,2
39,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,7
40,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,19
41,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,4
42,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,7
43,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,46
44,"Just Dance 2019 (NS)Ubisoft, Music",Pro,N/A,1
45,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,62
46,"Nickelodeon Kart Racers (NS)Maximum Games, Racing",Pro,N/A,1
47,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,5
48,"LEGO DC Super-Villains (XOne)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,2
49,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,361
50,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,32
51,"The World Ends with You: Final Remix (NS)Nintendo, Role-Playing",Pro,N/A,5
52,"Fortnite (PS4)Gearbox Software, Action",Pro,N/A,67
53,"NHL 19 (XOne)Electronic Arts, Sports",Pro,N/A,7
54,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,107
55,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,18
56,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,60
57,"Dragon Quest XI (PS4)Square Enix, Role-Playing",Pro,N/A,66
58,"Fortnite (XOne)Gearbox Software, Action",Pro,N/A,67
59,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,23
60,"Code of  Princess EX (NS)Nicalis, Action",Pro,N/A,13
61,"Forza Motorsport 7 (XOne)Microsoft Studios, Racing",Pro,N/A,57
62,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,70
63,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,206
64,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,213
65,"Street Fighter 30th Anniversary Collection (PS4)Capcom, Fighting",Pro,N/A,22
66,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,16
67,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,60
68,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,40
69,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,16
70,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,51
71,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,52
72,"The Crew 2 (PS4)Ubisoft, Racing",Pro,N/A,18
73,"Just Dance 2019 (WiiU)Ubisoft, Music",Pro,N/A,1
74,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,39
75,"Xenoblade Chronicles 2 (NS)Nintendo, Role-Playing",Pro,N/A,48
1,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","1,197,959","3,697,183",2
2,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","616,467","1,733,552",2
3,"FIFA 19 (PS4)Electronic Arts, Sports","326,130","5,306,765",4
4,"SoulCalibur VI (PS4)Namco Bandai Games, Fighting","295,149","295,149",1
5,"Super Mario Party (NS)Nintendo, Party","200,621","1,182,068",3
6,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","186,804","1,540,490",3
7,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","164,798","5,342,000",7
8,"SoulCalibur VI (XOne)Namco Bandai Games, Fighting","112,891","112,891",1
9,"Dark Souls: Remastered (NS)Bandai Namco Entertainment, Role-Playing","105,385","105,385",1
10,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","87,244","627,372",3
11,"LEGO DC Super-Villains (PS4)Warner Bros. Interactive Entertainment, Action-Adventure","80,960","80,960",1
12,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","79,597","720,095",3
13,"FIFA 19 (XOne)Electronic Arts, Sports","72,755","1,306,670",4
14,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","71,651","321,650",2
15,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure","69,322","69,322",1
16,"NBA 2K19 (PS4)Take-Two Interactive, Sports","66,991","1,430,505",6
17,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","59,834","9,727,565",78
18,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure","53,340","53,340",1
19,"LEGO DC Super-Villains (XOne)Warner Bros. Interactive Entertainment, Action-Adventure","52,216","52,216",1
20,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","49,160","1,035,462",6
21,"NBA 2K19 (XOne)Take-Two Interactive, Sports","46,953","913,751",6
22,"Luigi's Mansion (3DS)Nintendo, Adventure","46,767","88,851",2
23,"Super Mario Odyssey (NS)Nintendo, Platform","46,395","10,340,379",52
24,"WWE 2K19 (XOne)Take-Two Interactive, Fighting","43,882","158,621",2
25,"Minecraft (NS)Mojang, Sandbox","42,609","819,384",18
26,"Madden NFL 19 (PS4)Electronic Arts, Sports","39,994","1,419,827",11
27,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","37,605","8,303,491",86
28,"Splatoon 2 (NS)Nintendo, Shooter","36,222","6,276,491",66
29,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","32,869","18,735,289",205
30,"Madden NFL 19 (XOne)Electronic Arts, Sports","31,593","980,557",11
31,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,25
32,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,86
33,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,49
34,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action",Pro,N/A,27
35,"The World Ends with You: Final Remix (NS)Nintendo, Role-Playing",Pro,N/A,4
36,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,6
37,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,4
38,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,61
39,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,17
40,"Warriors  Orochi 4 (PS4)Tecmo Koei, Action",Pro,N/A,4
41,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,3
42,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,18
43,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,6
44,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,360
45,"Dragon Quest XI (PS4)Square Enix, Role-Playing",Pro,N/A,65
46,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,22
47,"Mega Man 11 (NS)Capcom, Platform",Pro,N/A,3
48,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,45
49,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,91
50,"The Evil Within II (PS4)Bethesda Softworks, Action",Pro,N/A,54
51,"NHL 19 (XOne)Electronic Arts, Sports",Pro,N/A,6
52,"Call of Duty: Black Ops IIII (PC)Activision, Shooter",Pro,N/A,2
53,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,15
54,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,205
55,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,106
56,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,39
57,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,17
58,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,59
59,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,110
60,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,221
61,"Valkyria Chronicles 4 (PS4)Sega, Role-Playing",Pro,N/A,4
62,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,59
63,"Warriors  Orochi 4 (NS)Tecmo Koei, Action",Pro,N/A,4
64,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,31
65,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,205
66,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,50
67,"Dragon Ball FighterZ (NS)Bandai Namco Entertainment, Fighting",Pro,N/A,4
68,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,15
69,"Kirby (NS)Nintendo, Platform",Pro,N/A,32
70,"Dark Souls Trilogy Box (PS4)From Software, Role-Playing",Pro,N/A,22
71,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,38
72,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,49
73,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,30
74,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,212
75,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,8
1,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","2,499,224","2,499,224",1
2,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","1,117,085","1,117,085",1
3,"FIFA 19 (PS4)Electronic Arts, Sports","514,301","4,980,635",3
4,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","338,114","1,353,686",2
5,"Super Mario Party (NS)Nintendo, Party","325,530","981,447",2
6,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","249,999","249,999",1
7,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","221,277","5,177,202",6
8,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","173,784","540,128",2
9,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","158,932","640,498",2
10,"FIFA 19 (XOne)Electronic Arts, Sports","145,093","1,233,915",3
11,"WWE 2K19 (XOne)Take-Two Interactive, Fighting","114,739","114,739",1
12,"NBA 2K19 (PS4)Take-Two Interactive, Sports","82,944","1,363,514",5
13,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","68,344","9,667,731",77
14,"Call of Duty: Black Ops IIII (PC)Activision, Shooter","64,376","64,376",1
15,"NBA 2K19 (XOne)Take-Two Interactive, Sports","64,037","866,798",5
16,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","63,910","986,302",5
17,"Madden NFL 19 (PS4)Electronic Arts, Sports","62,477","1,379,833",10
18,"The World Ends with You: Final Remix (NS)Nintendo, Role-Playing","58,968","75,834",3
19,"Madden NFL 19 (XOne)Electronic Arts, Sports","50,484","948,964",10
20,"Super Mario Odyssey (NS)Nintendo, Platform","46,074","10,293,984",51
21,"Minecraft (NS)Mojang, Sandbox","45,769","776,775",17
22,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","42,574","8,265,886",85
23,"Luigi's Mansion (3DS)Nintendo, Adventure","42,084","42,084",1
24,"Splatoon 2 (NS)Nintendo, Shooter","39,386","6,240,269",65
25,"Mega Man 11 (NS)Capcom, Platform","39,170","148,166",2
26,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure","37,433","439,041",5
27,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","32,082","18,702,420",204
28,"FIFA 19 (NS)Electronic Arts, Sports","29,381","211,428",3
29,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","28,320","1,219,139",24
30,"Dragon Quest XI (PS4)Square Enix, Role-Playing","25,931","1,742,241",64
31,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,85
32,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,17
33,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action",Pro,N/A,26
34,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,48
35,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,2
36,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,14
37,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,44
38,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,16
39,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,359
40,"Dragon Ball FighterZ (NS)Bandai Namco Entertainment, Fighting",Pro,N/A,3
41,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,150
42,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,21
43,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,16
44,"The Evil Within II (PS4)Bethesda Softworks, Action",Pro,N/A,53
45,"Kirby (NS)Nintendo, Platform",Pro,N/A,31
46,"Firewall: Zero Hour (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,7
47,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,37
48,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,30
49,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,220
50,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,58
51,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,204
52,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,211
53,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,29
54,"Tekken 7 (XOne)Namco Bandai Games, Fighting",Pro,N/A,72
55,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,29
56,"Mega Man 11 (PS4)Capcom, Platform",Pro,N/A,2
57,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,58
58,"Hokuto ga Gotoku (PS4)Sega, Action",Pro,N/A,32
59,"Disgaea (NS)Nippon Ichi Software, Role-Playing",Pro,N/A,12
60,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,14
61,"Destiny 2: Forsaken (PS4)Activision, Shooter",Pro,N/A,6
62,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,5
63,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,7
64,"Goosebumps: The Game (NS)Maximum Games, Adventure",Pro,N/A,1
65,"Xenoblade Chronicles 2 (NS)Nintendo, Role-Playing",Pro,N/A,46
66,"Punch Line (PS4)5pb, Adventure",Pro,N/A,146
67,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,50
68,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,310
69,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,49
70,"NHL 19 (XOne)Electronic Arts, Sports",Pro,N/A,5
71,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,68
72,"F1 2018 (PS4)Codemasters, Racing",Pro,N/A,8
73,"Valkyria Chronicles 4 (NS)Sega, Strategy",Pro,N/A,3
74,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,105
75,"Warriors  Orochi 4 (PS4)Tecmo Koei, Action",Pro,N/A,3
1,"FIFA 19 (PS4)Electronic Arts, Sports","1,103,097","4,466,334",2
2,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","1,015,572","1,015,572",1
3,"Super Mario Party (NS)Nintendo, Party","655,917","655,917",1
4,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","481,566","481,566",1
5,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","366,344","366,344",1
6,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","304,995","4,955,925",5
7,"FIFA 19 (XOne)Electronic Arts, Sports","291,798","1,088,822",2
8,"NBA 2K19 (PS4)Take-Two Interactive, Sports","109,107","1,280,570",4
9,"Mega Man 11 (NS)Capcom, Platform","108,996","108,996",1
10,"NBA 2K19 (XOne)Take-Two Interactive, Sports","88,074","802,761",4
11,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","82,643","922,392",4
12,"Madden NFL 19 (PS4)Electronic Arts, Sports","74,256","1,317,356",9
13,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","64,721","9,599,387",76
14,"Madden NFL 19 (XOne)Electronic Arts, Sports","53,257","898,480",9
15,"Hokuto ga Gotoku (PS4)Sega, Action","48,687","229,493",31
16,"FIFA 19 (NS)Electronic Arts, Sports","47,945","182,047",2
17,"Super Mario Odyssey (NS)Nintendo, Platform","46,462","10,247,910",50
18,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure","45,555","401,608",4
19,"Minecraft (NS)Mojang, Sandbox","42,764","731,006",16
20,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","41,079","8,223,312",84
21,"Mega Man 11 (PS4)Capcom, Platform","39,096","39,096",1
22,"Splatoon 2 (NS)Nintendo, Shooter","35,332","6,200,883",64
23,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","34,719","18,670,338",203
24,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform","31,228","31,228",1
25,"Mario Tennis Aces (NS)Nintendo, Sports","30,823","1,391,768",16
26,"Dragon Ball FighterZ (NS)Bandai Namco Entertainment, Fighting","29,605","132,696",2
27,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","28,219","512,981",15
28,"Dragon Quest XI (PS4)Square Enix, Role-Playing","26,055","1,716,310",63
29,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","25,986","5,000,720",25
30,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","25,834","1,190,819",23
31,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,84
32,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,47
33,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,43
34,"Valkyria Chronicles 4 (PS4)Sega, Role-Playing",Pro,N/A,2
35,"Warriors  Orochi 4 (PS4)Tecmo Koei, Action",Pro,N/A,2
36,"Valkyria Chronicles 4 (NS)Sega, Strategy",Pro,N/A,2
37,"Assassin's Creed Odyssey (PC)Ubisoft, Action-Adventure",Pro,N/A,1
38,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,13
39,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,20
40,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,358
41,"Kirby (NS)Nintendo, Platform",Pro,N/A,30
42,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,106
43,"Tekken 7 (XOne)Namco Bandai Games, Fighting",Pro,N/A,71
44,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,203
45,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,149
46,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,67
47,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,15
48,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,57
49,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,104
50,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,29
51,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,49
52,"Firewall: Zero Hour (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,6
