Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
5029,Worms: Open Warfare 2,Strategy,E10,PSP,THQ,Team17 Software / Two Tribes,8.1,,0.45,0.45,2007.0
5036,Virtua Tennis 4,Sports,E,PS3,Sega,Sega-AM2,6.4,,0.45,0.45,2011.0
5044,Sid Meier's Civilization Revolution,Strategy,E10,DS,2K Games,Firaxis,8.2,7.6,0.45,0.45,2008.0
5045,Silent Hill: Homecoming,Action,M,X360,Konami,Double Helix Games,7.6,,0.45,0.45,2008.0
5047,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,T,PSP,Sony Computer Entertainment,Slant Six Games,7.5,,0.45,0.45,2010.0
5060,Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing,T,3DS,Atlus,Career Soft,7.6,,0.44,0.44,2011.0
5081,Hey! Pikmin,Platform,E10,3DS,Nintendo,Arzest,6.8,,0.44,0.44,2017.0
5084,Viking: Battle for Asgard,Action,M,X360,Sega,The Creative Assembly,6.2,,0.44,0.44,2008.0
5086,Dragon Quest Heroes: Rocket Slime,Adventure,E,DS,Square Enix,TOSE Software,8.3,,0.44,0.44,2006.0
5096,G-Force,Action,E10,Wii,Disney Interactive Studios,Eurocom Entertainment Software,7.5,,0.44,0.44,2009.0
5097,Star Fox: Zero,Shooter,E10,WiiU,Nintendo,Nintendo EPD,6.7,,0.44,0.44,2016.0
5100,Dragon Ball FighterZ,Fighting,T,NS,Bandai Namco Entertainment,Arc System Works,9.0,,0.44,0.44,2018.0
5103,SingStar Queen,Misc,T,PS3,Sony Computer Entertainment,SCEE London Studio,6.8,,0.44,0.44,2009.0
5104,Tetris Axis,Puzzle,E,3DS,Nintendo,Hudson Soft,7.8,,0.44,0.44,2011.0
5105,Story of Seasons,Misc,E10,3DS,Xseed Games,Marvelous,7.7,,0.44,0.44,2015.0
5107,Madden NFL 12,Sports,E,Wii,EA Sports,EA Tiburon,7.0,,0.44,0.44,2011.0
5110,Samurai Warriors 3,Action,T,Wii,Nintendo,Omega Force,5.1,,0.44,0.44,2010.0
5112,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,E,PSP,Konami,Konami,7.0,,0.44,0.44,2009.0
5121,2014 FIFA World Cup Brazil,Sports,E,X360,EA Sports,EA Canada,7.3,,0.44,0.44,2014.0
5122,Crash: Mind Over Mutant,Platform,E10,Wii,Activision,Radical Entertainment,7.5,,0.44,0.44,2008.0
5125,Eternal Sonata,Role-Playing,T,PS3,Namco Bandai,Tri-Crescendo,8.3,,0.44,0.44,2008.0
5128,Hyperdimension Neptunia,Role-Playing,T,PS3,NIS America,Compile Heart,5.3,,0.44,0.44,2011.0
5135,Need for Speed: Shift 2 Unleashed,Racing,E10,X360,Electronic Arts,Slightly Mad Studios,8.5,,0.44,0.44,2011.0
5141,Child of Eden,Shooter,E10,X360,Ubisoft,Q Entertainment,8.3,,0.44,0.44,2011.0
5143,The Darkness,Shooter,M,X360,2K Games,Starbreeze,8.3,,0.44,0.44,2007.0
5146,Naughty Bear,Action,T,PS3,505 Games,Artificial Mind and Movement,4.5,,0.44,0.44,2010.0
5175,Dragon Ball Z: Shin Budokai - Another Road,Fighting,T,PSP,Atari,Dimps Corporation,7.2,,0.43,0.43,2007.0
5176,Crash: Mind Over Mutant,Platform,E10,PSP,Activision,Virtuos,4.8,,0.43,0.43,2008.0
5181,MLB 14 The Show,Sports,E,PS3,Sony Computer Entertainment America,SCE San Diego Studio,8.2,,0.43,0.43,2014.0
5192,OkamiDen,Adventure,E10,DS,Capcom,Capcom,8.3,,0.43,0.43,2011.0
5194,Rocksmith 2014,Music,T,XOne,Ubisoft,Ubisoft San Francisco,9.0,,0.43,0.43,2016.0
5203,Castlevania: Dawn of Sorrow,Platform,T,DS,Konami,Konami,8.9,,0.43,0.43,2005.0
5208,NBA 2K18,Sports,E10,NS,2K Sports,Visual Concepts,7.5,,0.43,0.43,2017.0
5210,Doom (2016),Shooter,M,NS,Bethesda Softworks,id Software,8.2,9.1,0.43,0.43,2017.0
5214,Tales of the World: Radiant Mythology,Role-Playing,T,PSP,Namco Bandai,Alfa System,7.0,,0.43,0.43,2007.0
5215,Atelier Totori: The Adventurer of Arland,Role-Playing,T,PS3,NIS America,Gust,7.8,,0.43,0.43,2011.0
5231,Sin and Punishment: Star Successor,Shooter,T,Wii,Nintendo,"Treasure Co., Ltd.",8.4,,0.43,0.43,2010.0
5239,Juiced: Eliminator,Racing,T,PSP,THQ,Juice Games,6.6,,0.42,0.42,2006.0
5242,Pirates of the Caribbean: At World's End,Action,T,PSP,Disney Interactive Studios,Eurocom Entertainment Software,6.0,,0.42,0.42,2007.0
5247,2010 FIFA World Cup South Africa,Sports,E,Wii,EA Sports,EA Canada,6.8,,0.42,0.42,2010.0
5256,Command & Conquer 3: Tiberium Wars,Strategy,T,X360,Electronic Arts,EA Los Angeles,7.6,,0.42,0.42,2007.0
5272,Guitar Hero: Smash Hits,Misc,T,X360,Activision,Neversoft Entertainment,7.1,,0.42,0.42,2009.0
5275,Horsez,Simulation,E,DS,Ubisoft,MTO,4.0,,0.42,0.42,2006.0
5279,LEGO Rock Band,Misc,E10,PS3,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.4,,0.42,0.42,2009.0
5288,How to Train Your Dragon,Action,E10,Wii,Activision,Etranges Libellules,6.6,,0.42,0.42,2010.0
5300,NBA Live 06,Sports,E,PSP,EA Sports,EA Canada,8.1,,0.42,0.42,2005.0
5308,Call of Duty: Black Ops II,Shooter,M,WiiU,Activision,Treyarch,8.6,,0.42,0.42,2012.0
5313,NHL Slapshot,Sports,E,Wii,EA Sports,EA Canada,7.6,,0.42,0.42,2010.0
5316,Valkyrie Profile: Covenant of the Plume,Role-Playing,T,DS,Square Enix,tri-Ace,7.5,,0.42,0.42,2009.0
5331,Vanquish,Shooter,M,X360,Sega,PlatinumGames,8.3,,0.42,0.42,2010.0
5332,Castlevania: The Dracula X Chronicles,Platform,T,PSP,Konami,Konami,8.0,,0.42,0.42,2007.0
5341,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,E,Wii,Capcom,Capcom,8.7,,0.42,0.42,2007.0
5345,Blazing Angels: Squadrons of WWII,Simulation,T,X360,Ubisoft,Ubisoft Romania,6.4,,0.42,0.42,2006.0
5369,TimeShift,Shooter,M,X360,Sierra Entertainment,Saber Interactive,7.0,,0.41,0.41,2007.0
5376,300: March to Glory,Action,M,PSP,Warner Bros. Interactive,Collision Studios,4.9,,0.41,0.41,2007.0
5377,Call of Duty: Modern Warfare: Mobilized,Shooter,T,DS,Activision,n-Space,7.6,,0.41,0.41,2009.0
5393,WWE All Stars,Fighting,T,PS3,THQ,THQ,7.6,,0.41,0.41,2011.0
5396,BlazBlue: Continuum Shift,Fighting,T,PS3,Aksys Games,Arc System Works,8.7,,0.41,0.41,2010.0
5404,NiGHTS: Journey of Dreams,Platform,E,Wii,Sega,Sonic Team,7.0,9.1,0.41,0.41,2007.0
5407,Transformers: Revenge of the Fallen,Action,E10,PSP,Activision,Savage Entertainment,3.8,,0.41,0.41,2009.0
5410,Top Spin 4,Sports,E,X360,2K Sports,2K Czech,8.2,,0.41,0.41,2011.0
5412,SpongeBob SquigglePants,Misc,E,Wii,THQ,WayForward Technologies,5.4,,0.41,0.41,2011.0
5416,Katamari Forever,Puzzle,E,PS3,Namco Bandai,Bandai Namco Games,7.3,,0.41,0.41,2009.0
5417,Madden NFL Football,Sports,E,3DS,EA Sports,EA Tiburon,4.5,,0.41,0.41,2011.0
5431,Green Day: Rock Band,Misc,T,X360,MTV Games,Harmonix Music Systems,7.8,,0.41,0.41,2010.0
5433,Nintendo Labo: Toy-Con 03 Vehicle Kit,Racing,E,NS,Nintendo,Nintendo EPD,7.0,,0.41,0.41,2018.0
5442,Battlefield 2: Modern Combat,Shooter,T,X360,Electronic Arts,Digtal Illusions,7.8,,0.41,0.41,2006.0
5448,NBA Jam,Sports,E,Wii,EA Sports,EA Canada,8.0,,0.41,0.41,2010.0
5451,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,8.0,,0.41,0.41,2010.0
5452,Naughty Bear,Action,T,X360,505 Games,Artificial Mind and Movement,4.4,,0.41,0.41,2010.0
5454,Spider-Man: Web of Shadows,Action,T,X360,Activision,Shaba Games / Treyarch,6.6,,0.4,0.4,2008.0
5461,TNA iMPACT!,Fighting,T,PS3,Midway Games,Midway Studios Los Angeles,6.3,,0.4,0.4,2008.0
5462,Beowulf: The Game,Action,M,X360,Ubisoft,Ubisoft,4.9,,0.4,0.4,2007.0
5475,Overlord,Adventure,T,X360,Codemasters,Triumph Studios,7.7,,0.4,0.4,2007.0
5482,Project X Zone,Role-Playing,T,3DS,Namco Bandai Games,Banpresto,6.5,,0.4,0.4,2013.0
5486,The Gunstringer,Shooter,T,X360,Microsoft Studios,Twisted Pixel Games,7.6,,0.4,0.4,2011.0
5492,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,E,DS,Konami,Konami,7.5,,0.4,0.4,2009.0
5496,James Cameron's Avatar: The Game,Action,E10,DS,Ubisoft,Ubisoft Montreal,6.4,,0.4,0.4,2009.0
5511,Marvel: Ultimate Alliance,Role-Playing,T,Wii,Activision,Vicarious Visions,6.9,,0.4,0.4,2006.0
5518,Sega Superstars Tennis,Sports,E10,PS3,Sega,Sumo Digital,6.8,,0.4,0.4,2008.0
5521,Spore Hero,Simulation,E10,Wii,Electronic Arts,Maxis,5.8,,0.4,0.4,2009.0
5524,WWE SmackDown! vs. RAW 2006,Fighting,T,PSP,THQ,Yuke's,8.1,,0.4,0.4,2005.0
5528,Rocket League,Sports,E,NS,505 Games,Psyonix Studios,9.2,,0.4,0.4,2018.0
5538,Star Wars The Clone Wars: Republic Heroes,Action,E10,DS,LucasArts,Krome Studios,5.9,,0.4,0.4,2009.0
5541,Castlevania: Portrait of Ruin,Platform,T,DS,Konami,Konami,8.5,,0.4,0.4,2006.0
5557,No More Heroes 2: Desperate Struggle,Action,M,Wii,Ubisoft,Grasshopper Manufacture,8.5,,0.4,0.4,2010.0
5562,Tomb Raider: Anniversary,Action,T,X360,Eidos Interactive,Crystal Dynamics,7.9,,0.39,0.39,2007.0
5568,Etrian Odyssey IV: Legends of the Titan,Role-Playing,T,3DS,Atlus,Atlus Co.,8.2,,0.39,0.39,2013.0
5572,Combat of Giants: Dinosaurs 3D,Strategy,E10,3DS,Ubisoft,Ubisoft,4.3,,0.39,0.39,2011.0
5581,FIFA Soccer 12,Sports,E,3DS,EA Sports,EA Canada,7.0,,0.39,0.39,2011.0
5585,Super Monkey Ball: Step & Roll,Action,E,Wii,Sega,Sega,6.0,,0.39,0.39,2010.0
5593,Final Fantasy Crystal Chronicles: The Crystal Bearers,Adventure,T,Wii,Square Enix,Square Enix,6.7,,0.39,0.39,2009.0
5594,NBA Live 09,Sports,E,PSP,Electronic Arts,EA Canada,6.1,,0.39,0.39,2008.0
5599,Alpha Protocol,Role-Playing,M,X360,Sega,Obsidian Entertainment,6.8,,0.39,0.39,2010.0
5600,Dungeon Siege III,Role-Playing,T,PS3,Square Enix,Obsidian Entertainment,7.3,,0.39,0.39,2011.0
5605,Just Dance 2014,Music,E10,PS3,Ubisoft,Ubisoft Paris,7.8,,0.39,0.39,2013.0
5608,Condemned 2: Bloodshot,Shooter,M,PS3,Sega,Monolith Productions,8.4,,0.39,0.39,2008.0
5626,Advance Wars: Dual Strike,Strategy,E,DS,Nintendo,Intelligent Systems,9.0,,0.39,0.39,2005.0
5631,LocoRoco,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.1,,0.39,0.39,2006.0
5635,Red Faction: Armageddon,Shooter,M,X360,THQ,Volition Inc.,7.1,,0.39,0.39,2011.0
5640,Robert Ludlum's The Bourne Conspiracy,Action,T,PS3,Sierra Entertainment,High Moon Studios,7.6,,0.39,0.39,2008.0
5642,Samurai Warriors Chronicles,Action,T,3DS,Tecmo Koei,Omega Force,5.4,,0.39,0.39,2011.0
5645,Hitman: Blood Money,Action,M,X360,Eidos Interactive,IO Interactive,8.1,,0.39,0.39,2006.0
5647,Silent Hill: Homecoming,Action,M,PS3,Konami,Double Helix Games,7.4,,0.39,0.39,2008.0
5657,Metal Gear Solid: Snake Eater 3D,Action-Adventure,M,3DS,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,,0.39,0.39,2012.0
5659,EA Sports Active 2,Sports,E,X360,Electronic Arts,EA Vancouver,6.3,,0.39,0.39,2010.0
5660,LEGO Star Wars III: The Clone Wars,Action,E10,PSP,LucasArts,Traveller's Tales,6.3,,0.39,0.39,2011.0
5668,Metal Gear Solid HD Collection,Action,M,X360,Konami,Bluepoint Games,9.2,,0.38,0.38,2011.0
5672,Marvel: Ultimate Alliance,Role-Playing,T,PS3,Activision,Raven Software,7.7,,0.38,0.38,2006.0
5680,Viking: Battle for Asgard,Action,M,PS3,Sega,The Creative Assembly,6.6,,0.38,0.38,2008.0
5681,Wii Sports Club,Sports,E,WiiU,Nintendo,Nintendo,6.7,,0.38,0.38,2014.0
5690,Raving Rabbids: Travel in Time 3D,Platform,E,3DS,Ubisoft,Ubisoft Paris,5.8,,0.38,0.38,2011.0
5706,Ghost Trick: Phantom Detective,Adventure,T,DS,Capcom,Capcom,8.2,,0.38,0.38,2011.0
5711,Ice Age: Dawn of the Dinosaurs,Platform,E,DS,Activision,Artificial Mind and Movement,5.0,,0.38,0.38,2009.0
5726,Virtua Tennis 2009,Sports,E,PS3,Sega,Sumo Digital,6.6,,0.38,0.38,2009.0
5743,Scribblenauts: Unlimited,Puzzle,E10,WiiU,Warner Bros. Interactive Entertainment,5TH Cell,7.0,,0.38,0.38,2012.0
5744,Pro Evolution Soccer 2011 3D,Sports,E,3DS,Konami,Konami,7.5,,0.38,0.38,2011.0
5748,NBA 2K7,Sports,E,PS3,2K Sports,Visual Concepts,8.1,,0.38,0.38,2006.0
5749,Need for Speed: Nitro,Racing,E10,DS,Electronic Arts,EA Montreal,7.2,,0.38,0.38,2009.0
5753,Tiger Woods PGA Tour 08,Sports,E,PSP,Electronic Arts,EA Tiburon,7.5,,0.38,0.38,2007.0
5755,Hatsune Miku: Project Mirai DX,Misc,E10,3DS,Sega,Sega,7.5,,0.38,0.38,2015.0
5782,Bionic Commando,Adventure,M,X360,Capcom,GRIN,7.1,8.0,0.38,,2009.0
5783,The Golden Compass,Adventure,E10,PSP,Sega,Shiny Entertainment,2.8,,0.37,0.37,2007.0
5790,NBA 2K10,Sports,E,Wii,2K Sports,Visual Concepts,5.1,,0.37,0.37,2009.0
5791,Batman: Arkham City Armored Edition,Action,T,WiiU,Warner Bros. Interactive Entertainment,Rocksteady Studios,8.6,,0.37,0.37,2012.0
5792,EA Sports MMA,Fighting,T,PS3,EA Sports,EA Tiburon,7.6,,0.37,0.37,2010.0
5797,Major League Baseball 2K6,Sports,E,X360,2K Sports,Kush Games,6.3,,0.37,0.37,2006.0
5800,Minecraft,Misc,E10,3DS,Nintendo,Other Ocean Interactive,6.7,,0.37,0.37,2017.0
5811,Quake 4,Shooter,M,X360,Activision,id Software / Raven Software,7.3,,0.37,0.37,2005.0
5812,Guitar Hero On Tour: Modern Hits,Misc,E10,DS,Activision,Activision,7.3,,0.37,0.37,2009.0
5825,Burnout Paradise Remastered,Racing,E10,PS4,Electronic Arts,Stellar Entertainment,8.0,,0.37,0.37,2018.0
5830,DiRT 2,Racing,E10,Wii,Codemasters,Codemasters,4.6,,0.37,0.37,2009.0
5838,Super Street Fighter IV: Arcade Edition,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,8.6,,0.37,,2011.0
5844,Shin Megami Tensei IV: Apocalypse,Role-Playing,M,3DS,Atlus,Atlus,8.1,,0.37,0.37,2016.0
5850,Dungeon Siege III,Role-Playing,T,X360,Square Enix,Obsidian Entertainment,7.2,,0.37,0.37,2011.0
5852,Virtua Tennis 2009,Sports,E,Wii,Sega,Sumo Digital,7.3,,0.37,0.37,2009.0
5855,Tomb Raider: Legend,Action,T,X360,Eidos Interactive,Crystal Dynamics,8.1,,0.37,0.37,2006.0
5857,Overlord: Dark Legend,Adventure,T,Wii,Codemasters,Climax Group,7.0,,0.37,0.37,2009.0
5862,The Legend of Spyro: A New Beginning,Platform,E,DS,Sierra Entertainment,Amaze Entertainment,7.1,,0.37,0.37,2006.0
5863,Rune Factory: Frontier,Role-Playing,E10,Wii,Xseed Games,Neverland Company,7.9,,0.37,0.37,2009.0
5869,Harry Potter and the Order of the Phoenix,Adventure,E10,PSP,Electronic Arts,EA UK,4.8,,0.37,0.37,2007.0
5870,NFL Street 2 Unleashed,Sports,E,PSP,Electronic Arts,EA Tiburon,7.4,,0.37,0.37,2005.0
5873,Sonic Lost World,Platform,E10,WiiU,Sega,Sonic Team,6.0,,0.37,0.37,2013.0
5875,Mini Ninjas,Action,E10,Wii,Eidos Interactive,IO Interactive,7.6,,0.37,0.37,2009.0
5876,Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,T,Wii,Xseed Games,Tri-Crescendo,6.7,,0.37,0.37,2010.0
5878,The House of the Dead: Overkill - Extended Cut,Shooter,M,PS3,Sega,Headstrong Games,7.2,,0.37,0.37,2011.0
5880,Elite Beat Agents,Misc,E10,DS,Nintendo,iNiS,8.4,,0.37,0.37,2006.0
5884,Wanted: Weapons of Fate,Shooter,M,X360,Warner Bros. Interactive,GRIN,6.2,,0.37,0.37,2009.0
5889,Marvel: Ultimate Alliance,Role-Playing,T,PSP,Activision,Vicarious Visions,8.5,,0.37,0.37,2006.0
5890,Castlevania: Order of Ecclesia,Platform,T,DS,Konami,Konami,8.2,9.2,0.37,0.37,2008.0
5892,"999: Nine Hours, Nine Persons, Nine Doors",Adventure,M,DS,Aksys Games,Spike,7.9,,0.37,0.37,2010.0
5893,NCAA Football 07,Sports,E,PSP,Electronic Arts,EA Sports,7.6,,0.37,0.37,2006.0
5896,SAW,Action,M,PS3,Konami,Zombie Studios,6.0,,0.36,0.36,2009.0
5900,ESPN: Sports Connection,Sports,E,WiiU,Ubisoft,Ubisoft Barcelona,3.0,,0.36,0.36,2012.0
5910,Dragon Ball Z: Attack of the Saiyans,Role-Playing,E10,DS,Namco Bandai,Monolith Soft,7.2,,0.36,0.36,2009.0
5913,Tekken Hybrid,Fighting,T,PS3,Namco,Namco Bandai Games,4.0,,0.36,0.36,2011.0
5934,LocoRoco 2,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.5,,0.36,0.36,2009.0
5939,Valkyrie Profile: Lenneth,Role-Playing,T,PSP,Square Enix,tri-Ace,8.1,,0.36,0.36,2006.0
5940,BlazBlue: Calamity Trigger,Fighting,T,X360,Aksys Games,Arc System Works,8.5,,0.36,0.36,2009.0
5942,The Wonderful 101,Action,T,WiiU,Nintendo,PlatinumGames,8.0,,0.36,0.36,2013.0
5958,Assassin's Creed III,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Montreal,7.7,,0.36,0.36,2012.0
5962,Tiger Woods PGA Tour 09,Sports,E,PSP,EA Sports,EA Tiburon,5.2,,0.36,0.36,2008.0
5963,Nintendo Labo: Toy-Con 02 Robot Kit,Action,E10,NS,Nintendo,Nintendo EPD,7.0,,0.36,0.36,2018.0
5969,Spider-Man: Shattered Dimensions,Action,T,X360,Activision,Beenox Studios,8.2,,0.36,0.36,2010.0
5984,Mega Man 11,Platform,E10,NS,Capcom,Capcom,8.0,,0.36,0.36,2018.0
5985,LEGO Pirates of the Caribbean: The Video Game,Action,E10,PSP,Disney Interactive Studios,Traveller's Tales,6.8,,0.36,0.36,2011.0
5986,G-Force,Action,E10,PSP,Disney Interactive Studios,Keen Games,7.0,,0.36,0.36,2009.0
5993,SOCOM: Tactical Strike,Shooter,T,PSP,Sony Computer Entertainment,Slant Six,7.1,,0.36,0.36,2007.0
6000,Harvest Moon: The Tale of Two Towns,Simulation,E,3DS,Natsume,Marvelous Interactive,6.3,,0.36,0.36,2011.0
6004,Trauma Center: Under the Knife,Simulation,T,DS,Atlus,Atlus Co.,8.0,,0.36,0.36,2005.0
6008,Dark Void,Action,T,PS3,Capcom,Airtight Games,6.1,,0.35,0.35,2010.0
6016,Guitar Hero: Smash Hits,Misc,T,PS3,Activision,Neversoft Entertainment,7.4,,0.35,0.35,2009.0
6029,Call of Duty: Ghosts,Shooter,M,WiiU,Activision,Infinity Ward,8.8,,0.35,0.35,2013.0
6031,Dragon Ball Z: Extreme Butoden,Fighting,T,3DS,Namco Bandai Games,Arc System Works,5.0,,0.35,0.35,2015.0
6039,NHL 2K10,Sports,E10,Wii,2K Sports,Visual Concepts,8.2,,0.35,0.35,2009.0
6043,Command & Conquer: Red Alert 3 Ultimate Edition,Strategy,T,PS3,Electronic Arts,EA Los Angeles,7.4,,0.35,0.35,2009.0
6047,EA Sports MMA,Fighting,T,X360,EA Sports,EA Tiburon,7.7,,0.35,0.35,2010.0
6049,Teenage Mutant Ninja Turtles: Smash-Up,Fighting,E10,Wii,Ubisoft,Game Arts,7.2,,0.35,0.35,2009.0
6050,Transformers: Dark of the Moon,Action,T,PS3,Activision,High Moon Studios,5.5,,0.35,0.35,2011.0
6053,Dead or Alive 5 Last Round,Fighting,M,PS4,Tecmo Koei,Team Ninja,7.1,,0.35,0.35,2015.0
6058,Def Jam Rapstar,Misc,T,PS3,Konami,4mm Games / Terminal Reality,7.4,,0.35,0.35,2010.0
6066,Terminator Salvation,Shooter,T,X360,Warner Bros. Interactive,Halcyon,5.2,,0.35,0.35,2009.0
6069,Chicken Shoot,Action,E10,Wii,"Destination Software, Inc",Destination Software,3.0,,0.35,0.35,2007.0
6074,MotoGP 08,Racing,E,X360,Capcom,MileStone Inc.,6.8,,0.35,0.35,2008.0
6100,MLB 06: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.3,,0.35,0.35,2006.0
6106,Madden NFL 13,Sports,E,PSV,EA Sports,EA Tiburon,6.2,,0.35,0.35,2012.0
6112,Mini Ninjas,Action,E10,PS3,Eidos Interactive,IO Interactive,7.4,,0.34,0.34,2009.0
6118,Racquet Sports,Sports,E,PS3,Ubisoft,Asobo Studio,4.2,,0.34,0.34,2010.0
6130,Battalion Wars 2,Strategy,T,Wii,Nintendo,Kuju Entertainment,7.7,,0.34,0.34,2007.0
6132,WWE All Stars,Fighting,T,X360,THQ,THQ,7.7,,0.34,0.34,2011.0
6143,Supreme Commander 2,Strategy,E10,X360,Square Enix,Gas Powered Games,8.2,,0.34,0.34,2010.0
6149,Trauma Center: Second Opinion,Simulation,T,Wii,Atlus,Atlus Co.,8.2,,0.34,0.34,2006.0
6154,Tom Clancy's Ghost Recon: Shadow Wars,Strategy,T,3DS,Ubisoft,Ubisoft,7.9,,0.34,0.34,2011.0
6172,Star Ocean: Second Evolution,Role-Playing,T,PSP,Square Enix,TOSE Software,8.0,,0.34,0.34,2009.0
6174,Tenchu Z,Action,M,X360,Microsoft,K2 LLC,5.7,,0.34,0.34,2007.0
6187,F.E.A.R.,Shooter,M,X360,Vivendi Games,Day 1 Studios,8.6,,0.34,0.34,2006.0
6188,Disgaea 5 Complete,Role-Playing,T,NS,NIS America,Nippon Ichi Software,9.0,,0.34,0.34,2017.0
6193,Lord of Arcana,Role-Playing,M,PSP,Square Enix,Square Enix,4.7,,0.34,0.34,2011.0
6196,Dynasty Warriors 6 Empires,Action,T,PS3,KOEI,Omega Force,6.4,,0.34,0.34,2009.0
6201,Kameo: Elements of Power,Adventure,T,X360,Microsoft Game Studios,Rare Ltd.,7.7,,0.34,0.34,2005.0
6215,The Eye of Judgment,Strategy,T,PS3,Sony Computer Entertainment,SCE Japan Studio,7.5,,0.34,0.34,2007.0
6226,Shaun White Snowboarding,Sports,E10,PSP,Ubisoft,Ubisoft Montreal,6.3,,0.34,0.34,2008.0
6228,Harry Potter and the Deathly Hallows - Part 2,Action,E10,X360,Electronic Arts,EA Bright Light,4.8,,0.33,0.33,2011.0
6233,Dead or Alive 5,Fighting,M,X360,Tecmo Koei,Team Ninja,7.6,,0.33,0.33,2012.0
6237,Untold Legends: The Warriors Code,Role-Playing,T,PSP,Sony Online Entertainment,Sony Online Entertainment,6.8,,0.33,0.33,2006.0
6245,Mega Man ZX Advent,Platform,E10,DS,Capcom,Inti Creates,7.6,,0.33,0.33,2007.0
6246,Jeanne d'Arc,Role-Playing,T,PSP,Sony Computer Entertainment,Level 5,8.4,,0.33,0.33,2007.0
6247,Street Fighter Alpha 3 MAX,Fighting,T,PSP,Capcom,Capcom,7.8,,0.33,0.33,2006.0
6251,Ape Escape Academy,Party,E10,PSP,Sony Computer Entertainment,Shift,5.3,,0.33,0.33,2006.0
6253,Mystery Case Files: The Malgrave Incident,Adventure,E,Wii,Nintendo,Big Fish Games,6.3,,0.33,0.33,2011.0
6256,Ninja Blade,Action,M,X360,Microsoft,From Software,6.7,,0.33,0.33,2009.0
6268,Etrian Odyssey,Role-Playing,T,DS,Atlus,Atlus Co. / Lancarse,7.4,,0.33,0.33,2007.0
6270,Fracture,Shooter,T,X360,LucasArts,Day 1 Studios,4.0,,0.33,0.33,2008.0
6274,NBA 2K10,Sports,E,PSP,2K Sports,Visual Concepts,5.5,,0.33,0.33,2009.0
6287,Planet Puzzle League,Puzzle,E,DS,Nintendo,Intelligent Systems,8.6,,0.33,0.33,2007.0
6300,Naruto: Rise of a Ninja,Action,T,X360,Ubisoft,Ubisoft Montreal,7.8,,0.33,0.33,2007.0
6303,Ultimate NES Remix,Action,E,3DS,Nintendo,Nintendo,7.0,,0.33,0.33,2014.0
6312,Resonance of Fate,Role-Playing,T,X360,Sega,tri-Ace,7.4,,0.33,0.33,2010.0
6321,Kirby: Battle Royale,Fighting,E10,3DS,Nintendo,HAL Laboratory,6.0,,0.33,0.33,2018.0
6323,Capcom Classics Collection Reloaded,Misc,T,PSP,Capcom,Capcom,7.1,,0.33,0.33,2006.0
6326,MLB 08: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.3,,0.33,0.33,2008.0
6340,Dark Souls: Remastered,Role-Playing,M,NS,Bandai Namco Entertainment,From Software,8.8,,0.33,0.33,2018.0
6345,DECA Sports Freedom,Sports,E10,X360,Hudson Soft,Hudson Soft,3.0,,0.33,0.33,2010.0
6349,"Warhammer 40,000: Squad Command",Strategy,T,PSP,THQ,RedLynx,6.6,,0.33,0.33,2007.0
6352,Golden Axe: Beast Rider,Action,M,X360,Sega,Secret Level,4.0,7.0,0.33,0.33,2008.0
6371,Final Fantasy XI: Wings of the Goddess,Role-Playing,T,X360,Square Enix,Square Enix,6.5,,0.32,0.32,2007.0
6373,Elebits,Action,E,Wii,Konami,Konami,7.3,,0.32,0.32,2006.0
6382,Golden Axe: Beast Rider,Action,M,PS3,Sega,Secret Level,4.5,,0.32,0.32,2008.0
6385,Dead Rising 2: Off the Record,Action,M,PS3,Capcom,Blue Castle Games,7.1,,0.32,0.32,2011.0
6394,Marvel: Ultimate Alliance 2,Role-Playing,T,Wii,Activision,n-Space,5.6,,0.32,0.32,2009.0
6398,Eternal Sonata,Role-Playing,T,X360,Namco Bandai,Tri-Crescendo,7.9,,0.32,0.32,2007.0
6399,Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,T,PSP,Atlus,Atlus Co.,7.0,,0.32,0.32,2011.0
6407,Operation Flashpoint: Red River,Shooter,M,PS3,Codemasters,Codemasters,6.8,,0.32,0.32,2011.0
6409,Army of Two: The 40th Day,Shooter,M,PSP,Electronic Arts,Buzz Monkey Software,4.8,,0.32,0.32,2010.0
6426,Bleach: Shattered Blade,Fighting,T,Wii,Sega,Polygon Magic,5.3,,0.32,0.32,2007.0
